win_id,class_id,class_name,class_family,flag,h_id,SNR,INR,main_level_dB,main_level_type,gt_sample,gt_ms,event_sample,event_ms,noise_id,file,case,split
210,6,NoiseOnly,Noise,0,1-4,-5,3,-5,Noise,-1,-1.0,-1,-1.0,0,m00210.mat,1,train
211,1,Preamble_LFMU,Preamble,1,1-4,-5,3,-5,SNR,278,8.47251005729611,278,8.47251005729611,0,m00211.mat,1,train
212,2,LFMD,SCI,0,1-4,-5,3,3,INR,-1,-1.0,183,5.577227843471901,0,m00212.mat,1,train
213,3,HFMU,SCI,0,1-4,-5,3,3,INR,-1,-1.0,39,1.1885895404120443,0,m00213.mat,1,train
214,4,PBPD,PBPD,0,1-4,-5,3,3,INR,-1,-1.0,223,6.7962940387663044,0,m00214.mat,1,train
215,5,IMP,IMP,0,1-4,-5,3,3,INR,-1,-1.0,-1,-1.0,0,m00215.mat,1,train
216,6,NoiseOnly,Noise,0,1-4,-5,3,-5,Noise,-1,-1.0,-1,-1.0,0,m00216.mat,1,train
217,1,Preamble_LFMU,Preamble,1,1-4,-5,3,-5,SNR,423,12.89162501523833,423,12.89162501523833,0,m00217.mat,1,train
218,2,LFMD,SCI,0,1-4,-5,3,3,INR,-1,-1.0,167,5.089601365354138,0,m00218.mat,1,train
219,3,HFMU,SCI,0,1-4,-5,3,3,INR,-1,-1.0,130,3.9619651347068148,0,m00219.mat,1,train
220,4,PBPD,PBPD,0,1-4,-5,3,3,INR,-1,-1.0,235,7.162013897354626,0,m00220.mat,1,train
221,5,IMP,IMP,0,1-4,-5,3,3,INR,-1,-1.0,-1,-1.0,0,m00221.mat,1,train
222,6,NoiseOnly,Noise,0,1-4,-5,3,-5,Noise,-1,-1.0,-1,-1.0,0,m00222.mat,1,train
223,1,Preamble_LFMU,Preamble,1,1-4,-5,3,-5,SNR,258,7.862976959648909,258,7.862976959648909,0,m00223.mat,1,train
224,2,LFMD,SCI,0,1-4,-5,3,3,INR,-1,-1.0,446,13.592588077532609,0,m00224.mat,1,train
225,3,HFMU,SCI,0,1-4,-5,3,3,INR,-1,-1.0,69,2.102889186882848,0,m00225.mat,1,train
226,4,PBPD,PBPD,0,1-4,-5,3,3,INR,-1,-1.0,461,14.049737900768012,0,m00226.mat,1,train
227,5,IMP,IMP,0,1-4,-5,3,3,INR,-1,-1.0,-1,-1.0,0,m00227.mat,1,train
228,6,NoiseOnly,Noise,0,1-4,-5,3,-5,Noise,-1,-1.0,-1,-1.0,0,m00228.mat,1,train
229,1,Preamble_LFMU,Preamble,1,1-4,-5,3,-5,SNR,79,2.4076557357064488,79,2.4076557357064488,0,m00229.mat,1,train
230,2,LFMD,SCI,0,1-4,-5,3,3,INR,-1,-1.0,373,11.367792271120322,0,m00230.mat,1,train
231,3,HFMU,SCI,0,1-4,-5,3,3,INR,-1,-1.0,267,8.13726685359015,0,m00231.mat,1,train
232,4,PBPD,PBPD,0,1-4,-5,3,3,INR,-1,-1.0,422,12.861148360355967,0,m00232.mat,1,train
233,5,IMP,IMP,0,1-4,-5,3,3,INR,-1,-1.0,-1,-1.0,0,m00233.mat,1,train
234,6,NoiseOnly,Noise,0,1-4,-5,3,-5,Noise,-1,-1.0,-1,-1.0,0,m00234.mat,1,train
235,1,Preamble_LFMU,Preamble,1,1-4,-5,3,-5,SNR,167,5.089601365354138,167,5.089601365354138,0,m00235.mat,1,train
236,2,LFMD,SCI,0,1-4,-5,3,3,INR,-1,-1.0,221,6.735340729001585,0,m00236.mat,1,train
237,3,HFMU,SCI,0,1-4,-5,3,3,INR,-1,-1.0,282,8.594416676825551,0,m00237.mat,1,train
238,4,PBPD,PBPD,0,1-4,-5,3,3,INR,-1,-1.0,603,18.377422894063148,0,m00238.mat,1,train
239,5,IMP,IMP,0,1-4,-5,3,3,INR,-1,-1.0,-1,-1.0,0,m00239.mat,1,train
240,6,NoiseOnly,Noise,0,1-4,-5,3,-5,Noise,-1,-1.0,-1,-1.0,0,m00240.mat,1,train
361,1,Preamble_LFMU,Preamble,1,1-7,-5,3,-5,SNR,172,5.241984639765939,172,5.241984639765939,0,m00361.mat,1,train
362,2,LFMD,SCI,0,1-7,-5,3,3,INR,-1,-1.0,146,4.449591612824576,0,m00362.mat,1,train
363,3,HFMU,SCI,0,1-7,-5,3,3,INR,-1,-1.0,333,10.148726075825916,0,m00363.mat,1,train
364,4,PBPD,PBPD,0,1-7,-5,3,3,INR,-1,-1.0,476,14.506887724003414,0,m00364.mat,1,train
365,5,IMP,IMP,0,1-7,-5,3,3,INR,-1,-1.0,-1,-1.0,0,m00365.mat,1,train
366,6,NoiseOnly,Noise,0,1-7,-5,3,-5,Noise,-1,-1.0,-1,-1.0,0,m00366.mat,1,train
367,1,Preamble_LFMU,Preamble,1,1-7,-5,3,-5,SNR,263,8.01536023406071,263,8.01536023406071,0,m00367.mat,1,train
368,2,LFMD,SCI,0,1-7,-5,3,3,INR,-1,-1.0,220,6.704864074119224,0,m00368.mat,1,train
369,3,HFMU,SCI,0,1-7,-5,3,3,INR,-1,-1.0,334,10.179202730708276,0,m00369.mat,1,train
370,4,PBPD,PBPD,0,1-7,-5,3,3,INR,-1,-1.0,372,11.337315616237962,0,m00370.mat,1,train
371,5,IMP,IMP,0,1-7,-5,3,3,INR,-1,-1.0,-1,-1.0,0,m00371.mat,1,train
372,6,NoiseOnly,Noise,0,1-7,-5,3,-5,Noise,-1,-1.0,-1,-1.0,0,m00372.mat,1,train
373,1,Preamble_LFMU,Preamble,1,1-7,-5,3,-5,SNR,282,8.594416676825551,282,8.594416676825551,0,m00373.mat,1,train
374,2,LFMD,SCI,0,1-7,-5,3,3,INR,-1,-1.0,416,12.678288431061807,0,m00374.mat,1,train
375,3,HFMU,SCI,0,1-7,-5,3,3,INR,-1,-1.0,243,7.4058271364135075,0,m00375.mat,1,train
376,4,PBPD,PBPD,0,1-7,-5,3,3,INR,-1,-1.0,258,7.862976959648909,0,m00376.mat,1,train
377,5,IMP,IMP,0,1-7,-5,3,3,INR,-1,-1.0,-1,-1.0,0,m00377.mat,1,train
378,6,NoiseOnly,Noise,0,1-7,-5,3,-5,Noise,-1,-1.0,-1,-1.0,0,m00378.mat,1,train
379,1,Preamble_LFMU,Preamble,1,1-7,-5,3,-5,SNR,114,3.474338656589053,114,3.474338656589053,0,m00379.mat,1,train
380,2,LFMD,SCI,0,1-7,-5,3,3,INR,-1,-1.0,113,3.4438620017066928,0,m00380.mat,1,train
381,3,HFMU,SCI,0,1-7,-5,3,3,INR,-1,-1.0,183,5.577227843471901,0,m00381.mat,1,train
382,4,PBPD,PBPD,0,1-7,-5,3,3,INR,-1,-1.0,377,11.489698890649763,0,m00382.mat,1,train
383,5,IMP,IMP,0,1-7,-5,3,3,INR,-1,-1.0,-1,-1.0,0,m00383.mat,1,train
384,6,NoiseOnly,Noise,0,1-7,-5,3,-5,Noise,-1,-1.0,-1,-1.0,0,m00384.mat,1,train
385,1,Preamble_LFMU,Preamble,1,1-7,-5,3,-5,SNR,172,5.241984639765939,172,5.241984639765939,0,m00385.mat,1,train
386,2,LFMD,SCI,0,1-7,-5,3,3,INR,-1,-1.0,74,2.2552724612946484,0,m00386.mat,1,train
387,3,HFMU,SCI,0,1-7,-5,3,3,INR,-1,-1.0,230,7.009630622942826,0,m00387.mat,1,train
388,4,PBPD,PBPD,0,1-7,-5,3,3,INR,-1,-1.0,120,3.6571985858832132,0,m00388.mat,1,train
389,5,IMP,IMP,0,1-7,-5,3,3,INR,-1,-1.0,-1,-1.0,0,m00389.mat,1,train
390,6,NoiseOnly,Noise,0,1-7,-5,3,-5,Noise,-1,-1.0,-1,-1.0,0,m00390.mat,1,train
391,1,Preamble_LFMU,Preamble,1,1-7,-5,3,-5,SNR,209,6.3696208704132635,209,6.3696208704132635,0,m00391.mat,1,train
392,2,LFMD,SCI,0,1-7,-5,3,3,INR,-1,-1.0,405,12.343045227355844,0,m00392.mat,1,train
393,3,HFMU,SCI,0,1-7,-5,3,3,INR,-1,-1.0,315,9.600146287943435,0,m00393.mat,1,train
394,4,PBPD,PBPD,0,1-7,-5,3,3,INR,-1,-1.0,470,14.324027794709252,0,m00394.mat,1,train
395,5,IMP,IMP,0,1-7,-5,3,3,INR,-1,-1.0,-1,-1.0,0,m00395.mat,1,train
396,6,NoiseOnly,Noise,0,1-7,-5,3,-5,Noise,-1,-1.0,-1,-1.0,0,m00396.mat,1,train
397,1,Preamble_LFMU,Preamble,1,1-7,-5,3,-5,SNR,33,1.0057296111178837,33,1.0057296111178837,0,m00397.mat,1,train
398,2,LFMD,SCI,0,1-7,-5,3,3,INR,-1,-1.0,458,13.958307936120931,0,m00398.mat,1,train
399,3,HFMU,SCI,0,1-7,-5,3,3,INR,-1,-1.0,358,10.91064244788492,0,m00399.mat,1,train
400,4,PBPD,PBPD,0,1-7,-5,3,3,INR,-1,-1.0,382,11.642082165061563,0,m00400.mat,1,train
401,5,IMP,IMP,0,1-7,-5,3,3,INR,-1,-1.0,-1,-1.0,0,m00401.mat,1,train
402,6,NoiseOnly,Noise,0,1-7,-5,3,-5,Noise,-1,-1.0,-1,-1.0,0,m00402.mat,1,train
403,1,Preamble_LFMU,Preamble,1,1-7,-5,3,-5,SNR,118,3.596245276118493,118,3.596245276118493,0,m00403.mat,1,train
404,2,LFMD,SCI,0,1-7,-5,3,3,INR,-1,-1.0,110,3.352432037059612,0,m00404.mat,1,train
405,3,HFMU,SCI,0,1-7,-5,3,3,INR,-1,-1.0,239,7.283920516884067,0,m00405.mat,1,train
406,4,PBPD,PBPD,0,1-7,-5,3,3,INR,-1,-1.0,184,5.60770449835426,0,m00406.mat,1,train
407,5,IMP,IMP,0,1-7,-5,3,3,INR,-1,-1.0,-1,-1.0,0,m00407.mat,1,train
408,6,NoiseOnly,Noise,0,1-7,-5,3,-5,Noise,-1,-1.0,-1,-1.0,0,m00408.mat,1,train
409,1,Preamble_LFMU,Preamble,1,1-7,-5,3,-5,SNR,101,3.078142143118371,101,3.078142143118371,0,m00409.mat,1,train
410,2,LFMD,SCI,0,1-7,-5,3,3,INR,-1,-1.0,198,6.034377666707302,0,m00410.mat,1,train
411,3,HFMU,SCI,0,1-7,-5,3,3,INR,-1,-1.0,273,8.32012678288431,0,m00411.mat,1,train
412,4,PBPD,PBPD,0,1-7,-5,3,3,INR,-1,-1.0,239,7.283920516884067,0,m00412.mat,1,train
413,5,IMP,IMP,0,1-7,-5,3,3,INR,-1,-1.0,-1,-1.0,0,m00413.mat,1,train
414,6,NoiseOnly,Noise,0,1-7,-5,3,-5,Noise,-1,-1.0,-1,-1.0,0,m00414.mat,1,train
415,1,Preamble_LFMU,Preamble,1,1-7,-5,3,-5,SNR,253,7.710593685237108,253,7.710593685237108,0,m00415.mat,1,train
416,2,LFMD,SCI,0,1-7,-5,3,3,INR,-1,-1.0,54,1.6457393636474462,0,m00416.mat,1,train
417,3,HFMU,SCI,0,1-7,-5,3,3,INR,-1,-1.0,453,13.805924661709131,0,m00417.mat,1,train
418,4,PBPD,PBPD,0,1-7,-5,3,3,INR,-1,-1.0,181,5.516274533707181,0,m00418.mat,1,train
419,5,IMP,IMP,0,1-7,-5,3,3,INR,-1,-1.0,-1,-1.0,0,m00419.mat,1,train
420,6,NoiseOnly,Noise,0,1-7,-5,3,-5,Noise,-1,-1.0,-1,-1.0,0,m00420.mat,1,train
421,1,Preamble_LFMU,Preamble,1,1-8,-5,3,-5,SNR,93,2.8343289040594906,93,2.8343289040594906,0,m00421.mat,1,train
422,2,LFMD,SCI,0,1-8,-5,3,3,INR,-1,-1.0,86,2.6209923198829697,0,m00422.mat,1,train
423,3,HFMU,SCI,0,1-8,-5,3,3,INR,-1,-1.0,239,7.283920516884067,0,m00423.mat,1,train
424,4,PBPD,PBPD,0,1-8,-5,3,3,INR,-1,-1.0,127,3.870535170059734,0,m00424.mat,1,train
425,5,IMP,IMP,0,1-8,-5,3,3,INR,-1,-1.0,-1,-1.0,0,m00425.mat,1,train
426,6,NoiseOnly,Noise,0,1-8,-5,3,-5,Noise,-1,-1.0,-1,-1.0,0,m00426.mat,1,train
427,1,Preamble_LFMU,Preamble,1,1-8,-5,3,-5,SNR,69,2.102889186882848,69,2.102889186882848,0,m00427.mat,1,train
428,2,LFMD,SCI,0,1-8,-5,3,3,INR,-1,-1.0,128,3.9010118249420946,0,m00428.mat,1,train
429,3,HFMU,SCI,0,1-8,-5,3,3,INR,-1,-1.0,380,11.581128855296843,0,m00429.mat,1,train
430,4,PBPD,PBPD,0,1-8,-5,3,3,INR,-1,-1.0,347,10.575399244178959,0,m00430.mat,1,train
431,5,IMP,IMP,0,1-8,-5,3,3,INR,-1,-1.0,-1,-1.0,0,m00431.mat,1,train
432,6,NoiseOnly,Noise,0,1-8,-5,3,-5,Noise,-1,-1.0,-1,-1.0,0,m00432.mat,1,train
433,1,Preamble_LFMU,Preamble,1,1-8,-5,3,-5,SNR,302,9.203949774472754,302,9.203949774472754,0,m00433.mat,1,train
434,2,LFMD,SCI,0,1-8,-5,3,3,INR,-1,-1.0,320,9.752529562355237,0,m00434.mat,1,train
435,3,HFMU,SCI,0,1-8,-5,3,3,INR,-1,-1.0,235,7.162013897354626,0,m00435.mat,1,train
436,4,PBPD,PBPD,0,1-8,-5,3,3,INR,-1,-1.0,663,20.206022187004756,0,m00436.mat,1,train
437,5,IMP,IMP,0,1-8,-5,3,3,INR,-1,-1.0,-1,-1.0,0,m00437.mat,1,train
438,6,NoiseOnly,Noise,0,1-8,-5,3,-5,Noise,-1,-1.0,-1,-1.0,0,m00438.mat,1,train
439,1,Preamble_LFMU,Preamble,1,1-8,-5,3,-5,SNR,60,1.8285992929416066,60,1.8285992929416066,0,m00439.mat,1,train
440,2,LFMD,SCI,0,1-8,-5,3,3,INR,-1,-1.0,398,12.129708643179326,0,m00440.mat,1,train
441,3,HFMU,SCI,0,1-8,-5,3,3,INR,-1,-1.0,206,6.278190905766182,0,m00441.mat,1,train
442,4,PBPD,PBPD,0,1-8,-5,3,3,INR,-1,-1.0,551,16.79263684018042,0,m00442.mat,1,train
443,5,IMP,IMP,0,1-8,-5,3,3,INR,-1,-1.0,-1,-1.0,0,m00443.mat,1,train
444,6,NoiseOnly,Noise,0,1-8,-5,3,-5,Noise,-1,-1.0,-1,-1.0,0,m00444.mat,1,train
445,1,Preamble_LFMU,Preamble,1,1-8,-5,3,-5,SNR,81,2.468609045471169,81,2.468609045471169,0,m00445.mat,1,train
446,2,LFMD,SCI,0,1-8,-5,3,3,INR,-1,-1.0,128,3.9010118249420946,0,m00446.mat,1,train
447,3,HFMU,SCI,0,1-8,-5,3,3,INR,-1,-1.0,153,4.662928197001097,0,m00447.mat,1,train
448,4,PBPD,PBPD,0,1-8,-5,3,3,INR,-1,-1.0,236,7.192490552236986,0,m00448.mat,1,train
449,5,IMP,IMP,0,1-8,-5,3,3,INR,-1,-1.0,-1,-1.0,0,m00449.mat,1,train
450,6,NoiseOnly,Noise,0,1-8,-5,3,-5,Noise,-1,-1.0,-1,-1.0,0,m00450.mat,1,train
451,1,Preamble_LFMU,Preamble,1,1-8,-5,3,-5,SNR,251,7.649640375472389,251,7.649640375472389,0,m00451.mat,1,train
452,2,LFMD,SCI,0,1-8,-5,3,3,INR,-1,-1.0,341,10.392539314884798,0,m00452.mat,1,train
453,3,HFMU,SCI,0,1-8,-5,3,3,INR,-1,-1.0,140,4.266731683530415,0,m00453.mat,1,train
454,4,PBPD,PBPD,0,1-8,-5,3,3,INR,-1,-1.0,82,2.4990857003535294,0,m00454.mat,1,train
455,5,IMP,IMP,0,1-8,-5,3,3,INR,-1,-1.0,-1,-1.0,0,m00455.mat,1,train
456,6,NoiseOnly,Noise,0,1-8,-5,3,-5,Noise,-1,-1.0,-1,-1.0,0,m00456.mat,1,train
457,1,Preamble_LFMU,Preamble,1,1-8,-5,3,-5,SNR,401,12.221138607826404,401,12.221138607826404,0,m00457.mat,1,train
458,2,LFMD,SCI,0,1-8,-5,3,3,INR,-1,-1.0,427,13.013531634767768,0,m00458.mat,1,train
459,3,HFMU,SCI,0,1-8,-5,3,3,INR,-1,-1.0,283,8.624893331707911,0,m00459.mat,1,train
460,4,PBPD,PBPD,0,1-8,-5,3,3,INR,-1,-1.0,160,4.8762647811776185,0,m00460.mat,1,train
461,5,IMP,IMP,0,1-8,-5,3,3,INR,-1,-1.0,-1,-1.0,0,m00461.mat,1,train
462,6,NoiseOnly,Noise,0,1-8,-5,3,-5,Noise,-1,-1.0,-1,-1.0,0,m00462.mat,1,train
463,1,Preamble_LFMU,Preamble,1,1-8,-5,3,-5,SNR,212,6.461050835060344,212,6.461050835060344,0,m00463.mat,1,train
